"","Block1_factor1","Block2_factor1","Block3_factor1","Block4_factor1"
"1",-2.08127982696662,-0.206161931310546,0.0177689935419424,-3.75579737473787
"2",-2.09841539061596,-0.08341752549737,0.0453572094266125,1.96102206051458
"3",-2.22881715478662,0.0605733867706394,0.0873670449554786,-0.849275963306228
"4",-0.57582033210784,0.0498185999305703,-1.50782667972766,-0.0584395539507083
"5",-0.56190128499008,0.0665024467447231,-0.415286711837624,-0.282679441187313
"6",-0.825567870142302,-0.181033414103563,-0.664293466521831,1.07520891578166
"7",0.324800919216371,-0.0403995453096291,0.0190739501835285,-0.931982124494842
"8",-0.294643876326037,0.141471951595524,-0.0343516625133457,0.644756487015613
"9",-0.594467761987697,-0.152246441338635,1.34312877237811,-0.359641189195608
"10",0.735686269987452,-0.26802924007272,-0.369023023082284,0.471082039984428
"11",0.28815064249469,-0.429799910054335,-0.415849423458054,-0.350723285370024
"12",1.62565910202747,-0.985189027391166,0.694877240133401,-0.37704081224646
"13",1.89472102507565,-1.80271064050079,1.1792651921313,0.42153845065165
"14",2.74011843760991,-1.68242419959365,0.855534221145928,-0.410382889510949
"15",3.05882307880049,-1.27907382341138,0.519460679238894,-0.0624831020834377
"16",2.53033413860912,-0.89963336230689,0.552173107086247,1.01839683150723
"17",2.23672077452316,-0.742339023045932,0.0429175489855162,-0.372041401384991
"18",3.02993932316587,-0.501878344255372,0.629103091007514,0.177410195552476
"19",3.85248955359465,-0.543487381481851,0.543206209601472,-0.218466926441343
"20",2.79253255689712,-0.686844065918022,0.0227668733039736,0.286972711919968
"21",3.41992600613576,-0.548116748562279,-0.955472535729931,0.255625132529006
"22",4.36426423418782,-0.676767495749673,1.15320288212022,0.244709215933079
"23",4.16058403905988,-0.659686602713136,0.745107982873672,0.246984653949252
"24",2.58084795460827,-0.43684313692033,0.548181367323914,-0.265957943970077
"25",0.0372185044796063,-0.1088845129136,0.328027821199501,0.168315249248002
"26",-0.361915972869317,0.107457615925456,1.51017494916092,0.325565659031538
"27",-0.799140353935074,0.0865890720751404,-1.12052254175251,-0.33504435155033
"28",-1.6749169152324,0.0785154187383884,0.61762184870897,0.600717851703306
"29",-0.786469002702884,0.0710467351912391,-0.746156346004191,-0.162608994285791
"30",-1.05468117193584,0.123126205985149,0.404970178199771,-0.136496850641845
"31",-0.452600470489963,-0.274273781998223,-0.269031301359886,0.440603794306463
"32",0.0833171236855049,-0.309305295738069,0.472157321671836,-0.360625992272678
"33",0.186450749353525,-0.310104296471776,-0.794481551761555,0.651656995834583
"34",0.812069096514318,-0.540720028375336,0.438975942600423,-0.808628542027578
"35",-0.0108300098615137,-0.267154044486087,0.806757926176573,0.236680057162579
"36",-0.147642921634605,-0.283026599893344,0.326587049793619,0.902618921507005
"37",-0.429017430235099,-0.321990398016928,0.223596687685561,-0.994763788078185
"38",0.063892472202685,-0.600052453893219,-1.85593628112786,0.47273795143901
"39",0.602116780424025,-0.455310406621384,0.785222432582115,0.679100285302892
"40",2.29293565268665,-0.548054998314171,0.548008590398697,-0.583135530547582
"41",0.894287223496709,-0.148440775688969,1.84508087747961,-0.262768891485112
"42",-0.374186577459966,-0.000802869407479347,1.84410414426877,0.224151329196636
"43",-0.694064618982869,0.147254893307984,1.1928194643628,0.160256877582118
"44",-0.355119191009566,0.552534424801328,1.89915258895961,0.265825972277107
"45",-1.40476101501168,0.701127718884267,-0.762157401728387,-0.0564140642098833
"46",-2.05543917187543,1.07334634296908,-0.460033331205778,-0.435657781350036
"47",-1.61112483854355,1.17216159553816,0.331187310905276,0.49070807347719
"48",-1.38068694779774,1.19572642539712,-0.320757644065411,-0.149839949146175
"49",-1.84384283918129,1.3823634160558,-0.0378692125303842,-0.438030340503408
"50",-2.55529463578099,1.22672678109759,-0.717809522815434,0.782190258622952
"51",-2.61241517580999,1.18047822931502,1.28178009098385,-0.356741213329343
"52",-1.70911914906639,1.45056123148567,-0.131480862027555,-0.137239425424089
"53",-2.16727865380378,1.39371053916954,0.183910357318651,-0.122097792747988
"54",-0.476236280957576,1.51059541449469,-1.59278177888475,0.105405876320637
"55",-1.77997751344646,1.50116386053574,0.306278149529725,0.228345369233604
"56",-0.845920498251697,1.05292546921572,-0.0599199188333978,-0.0517136854544667
"57",-1.2491908448097,0.938807530385386,1.39139988323759,0.0570998692569584
"58",-3.00664226968913,0.669515260624703,-0.213057159513856,-0.530860218418795
"59",-1.91222315422102,0.510857836401168,-1.23006194354086,0.901531828190211
"60",-1.1627538428276,0.713623584473828,1.54519898593164,-0.307484967205749
"61",-1.63749012577283,0.341832623499069,-0.66588511959694,0.132230261655554
"62",-1.82228941904564,0.397276894489642,0.365912951298915,-0.362274604889422
"63",-1.4614788378664,0.439146245288289,-0.590404501876109,0.484931661098229
"64",-1.82133452508293,0.279389346880536,0.252548884494727,-0.620304201998054
"65",0.159949691345777,-0.0662179189720566,0.19382062079593,0.380539976486894
"66",-0.573880080248488,-0.314692593353879,1.40705906433,-0.0280894369352055
"67",-0.958584058784238,-0.0916738272381438,1.4766433732247,-0.601624877846439
"68",-1.04251665568417,-0.0697853226537706,-0.963676401531135,0.0557294455301183
"69",-0.858551249392107,-0.24572325856604,-0.507851154967481,0.250459495938412
"70",-1.56575045671658,-0.454268343522775,-0.349019155677167,0.63550776959785
"71",-1.39350910915749,-0.270704343606901,0.125990899971321,-0.737504645594623
"72",-2.02607003319742,-0.229692624084674,-0.619300302760613,0.586599017680094
"73",-2.31966585122716,-0.3978801626322,1.37755412782787,-0.145827763467266
"74",-1.04860344687642,0.0175942613991574,-0.629502054267375,-0.252747126375027
"75",-1.77114287709561,0.174716629993165,-1.20479405691774,-0.468254763949916
"76",-1.60083556592245,0.00854415961466595,-1.41882298942772,0.00402548675775194
"77",-1.32004138739633,0.0245479480275931,-1.45490060275744,0.492940873361767
