,calender,GDP1,GDP2,GDP3,GDP4
405,2011-07-10,0.013766479,0.02607665,0.017203201,0.022855868
406,2011-07-11,0.013766479,0.02607665,0.017203201,0.022855868
407,2011-07-12,0.013500141,0.025865954,0.017054233,0.022743389
408,2011-07-13,0.012522693,0.025025537,0.016475613,0.022301754
409,2011-07-14,0.01428956,0.02729593,0.018215991,0.023514347
410,2011-07-15,0.012269248,0.025059299,0.016576174,0.022352026
411,2011-07-16,0.012269248,0.025059299,0.016576174,0.022352026
412,2011-07-17,0.012269248,0.025059299,0.016576174,0.022352026
413,2011-07-18,0.012269248,0.025059299,0.016576174,0.022352026
414,2011-07-19,0.016510464,0.025745935,0.016835958,0.022513408
415,2011-07-20,0.016510464,0.025745935,0.016835958,0.022513408
416,2011-07-21,0.018584942,0.028091511,0.018530463,0.023740337
417,2011-07-22,0.018584942,0.028091511,0.018530463,0.023740337
418,2011-07-23,0.018584942,0.028091511,0.018530463,0.023740337
419,2011-07-24,0.018584942,0.028091511,0.018530463,0.023740337
420,2011-07-25,0.018584942,0.028091511,0.018530463,0.023740337
421,2011-07-26,0.018230714,0.028075538,0.018545275,0.02375066
